2026-04-01 01:35:03 | INFO | === gifdroid_llm.2026-04-01T05-35-03__run-003__pipeline__started ===
2026-04-01 01:35:03 | INFO | Starting gifdroid_llm pipeline
2026-04-01 01:35:03 | INFO | Resolved video path: /Users/tanmaybhuskute/Documents/gifdroid-reproduction/apps/adaway/videos/screenrec/srv-001.mp4
2026-04-01 01:35:03 | INFO | Environment validated for llm=llama model=llama3.2-vision
2026-04-01 01:35:03 | INFO | Running llama prerequisite check before trace generation | timeout=unlimited
2026-04-01 01:35:10 | INFO | Starting frame extraction | native_fps=25.935 target_fps=1.500 stride=17 total_frames=772
2026-04-01 01:35:11 | INFO | Frame extraction complete | sampled_frames=46
2026-04-01 01:35:11 | INFO | Keyframe selection complete | method=llm_assisted threshold=4.514 selected=8 sampled=46
2026-04-01 01:38:21 | DEBUG | Llama token chunk | chars=5 | content=' this'
2026-04-01 01:38:21 | DEBUG | Llama token chunk | chars=3 | content=' is'
2026-04-01 01:38:21 | DEBUG | Llama token chunk | chars=4 | content=' not'
2026-04-01 01:38:21 | DEBUG | Llama token chunk | chars=4 | content=' the'
2026-04-01 01:38:21 | DEBUG | Llama token chunk | chars=5 | content=' case'
2026-04-01 01:38:21 | DEBUG | Llama token chunk | chars=1 | content=','
2026-04-01 01:38:21 | DEBUG | Llama token chunk | chars=4 | content=' you'
2026-04-01 01:38:21 | DEBUG | Llama token chunk | chars=4 | content=' may'
2026-04-01 01:38:21 | DEBUG | Llama token chunk | chars=5 | content=' need'
2026-04-01 01:38:21 | DEBUG | Llama token chunk | chars=3 | content=' to'
2026-04-01 01:38:21 | DEBUG | Llama token chunk | chars=7 | content=' adjust'
2026-04-01 01:38:21 | DEBUG | Llama token chunk | chars=4 | content=' the'
2026-04-01 01:38:22 | DEBUG | Llama token chunk | chars=7 | content=' values'
2026-04-01 01:38:22 | DEBUG | Llama token chunk | chars=12 | content=' accordingly'
2026-04-01 01:38:22 | DEBUG | Llama token chunk | chars=1 | content='.'
2026-04-01 01:38:22 | INFO | Llama API response complete | kind=action_inference | elapsed_sec=190.82 | total_chars=2624
2026-04-01 01:38:22 | WARNING | Llama response could not be parsed into actions; falling back to deterministic heuristic.
2026-04-01 01:38:22 | INFO | Execution trace written: /Users/tanmaybhuskute/Documents/gifdroid-reproduction/apps/adaway/llm/llama/llama3-2-vision/screenrec/fps1-5__max100__llm-assisted__gap1/run-003/execution_trace.json
2026-04-01 01:38:22 | INFO | Frames manifest written: /Users/tanmaybhuskute/Documents/gifdroid-reproduction/apps/adaway/llm/llama/llama3-2-vision/screenrec/fps1-5__max100__llm-assisted__gap1/run-003/frames_manifest.json
2026-04-01 01:38:22 | INFO | Saved keyframes: /Users/tanmaybhuskute/Documents/gifdroid-reproduction/apps/adaway/llm/llama/llama3-2-vision/screenrec/fps1-5__max100__llm-assisted__gap1/run-003/keyframes
